=== non-contiguous nft : chains ===
Found 2118 chain interruption in 10324 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1:	1 1 
10:	3 
10000:	1 
10001:	1 1 
10002:	1 
10003:	1 1 
10005:	1 
10006:	2 
10009:	1 
10012:	1 
10013:	3 
10014:	3 
10015:	1 
10016:	2 
10017:	1 
10018:	2 
10019:	2 
10020:	1 
10021:	1 
10024:	1 
10025:	1 
10028:	2 1 
10031:	1 
10032:	1 
10033:	1 1 
10034:	2 
10035:	2 
10037:	2 
10041:	1 1 1 1 
10042:	2 2 
10043:	1 
10044:	3 
10045:	2 1 
10046:	1 
10047:	1 
10048:	1 
10049:	1 
10050:	4 
10052:	1 
10053:	1 
10054:	2 
10056:	1 
10057:	1 
10058:	2 
10059:	3 
10060:	1 
10061:	1 
10062:	1 
10063:	1 
10064:	1 
10065:	2 
10066:	1 2 
10067:	2 
10068:	2 
10069:	2 
10070:	2 
10071:	3 
10072:	1 2 
10073:	1 
10074:	1 
10075:	2 
10076:	2 
10077:	2 
10078:	2 
10079:	2 
10080:	3 
10081:	2 
10082:	3 
10083:	3 
10084:	1 
10090:	1 
10091:	1 
10092:	1 
10093:	1 
10094:	3 
10100:	3 
10101:	3 
10102:	1 
10103:	1 
10104:	2 1 
10105:	3 
10106:	1 1 
10107:	1 1 
10108:	3 1 
10109:	2 
10110:	4 
10111:	2 
10112:	1 
10113:	1 
10114:	1 
10115:	1 
10116:	1 
10117:	1 
10119:	1 
10121:	2 
10122:	1 
10129:	1 
10130:	2 
10131:	1 
10132:	2 
10133:	1 
10134:	2 
10135:	1 2 
10139:	2 
10140:	2 
10141:	1 
10142:	1 2 
10143:	1 1 
10144:	4 
10145:	2 
10146:	2 1 
10147:	2 
10148:	1 
10150:	1 
10152:	1 
10153:	1 
10154:	4 
10155:	3 
10156:	3 
10157:	3 
10161:	3 
10162:	2 2 
10163:	2 
10164:	1 
10165:	1 
10166:	2 
10167:	3 
10168:	2 
10169:	2 
10170:	2 
10173:	1 
10174:	2 
10177:	2 
10178:	1 1 
10179:	1 
10180:	2 
10181:	2 
10182:	2 
10183:	5 2 
10184:	2 
10185:	4 
10186:	1 
10187:	2 
10188:	2 
10189:	1 1 
10190:	1 
10191:	1 
10192:	2 1 
10193:	1 
10194:	1 
10195:	1 
10196:	1 
10197:	1 
10198:	1 
10204:	1 
10205:	1 
10209:	2 
10210:	1 1 
10211:	1 
10212:	1 
10216:	1 1 
10217:	1 3 
10218:	1 1 
10221:	2 
10222:	1 
10223:	2 
10224:	2 1 
10228:	1 
10229:	1 
10232:	2 1 
10233:	2 
10234:	4 
10235:	3 
10236:	2 
10237:	1 
10238:	1 
10239:	1 
10240:	2 
10241:	1 
10245:	2 
10246:	1 1 
10247:	3 
10249:	2 2 1 
10250:	3 
10251:	2 
10252:	1 
10257:	2 
10258:	2 
10259:	1 
10260:	2 
10261:	1 
10263:	6 
10264:	1 1 
10265:	2 
10266:	1 
10267:	1 
10268:	1 1 
10269:	1 
10270:	1 
10271:	5 
10274:	2 
10275:	2 1 
10276:	1 
10277:	1 2 3 
10278:	2 
10279:	2 1 
10280:	4 
10281:	1 
10282:	1 
10283:	2 
10284:	2 
10285:	1 
10286:	1 
10287:	1 
10288:	1 
10290:	2 
10291:	1 
10292:	1 
10293:	3 
10294:	4 
10295:	2 
10300:	1 
10301:	1 
10302:	1 2 
10303:	1 
10307:	2 
10312:	2 
10313:	1 
10314:	2 
10315:	2 
10316:	2 
10317:	3 
10318:	1 
10319:	4 
10320:	1 
10321:	2 
10322:	1 1 
10323:	1 
10324:	1 2 
10325:	2 
10326:	2 
10327:	2 
10328:	2 
10329:	1 3 
10330:	1 
10333:	2 
10334:	3 
10335:	1 
10336:	1 
10339:	3 
10340:	2 
10341:	2 
10342:	2 
10343:	2 
10344:	3 
10345:	2 
