=== non-contiguous nft : chains ===
Found 899 chain interruption in 4572 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1:	1 
10:	1 1 1 
100:	1 2 
1000:	1 
1001:	1 
1002:	1 
1003:	1 
1005:	1 
1007:	1 
1008:	1 
1009:	3 
1010:	1 
1011:	1 
1012:	2 
1013:	2 
1014:	1 
1016:	2 
1018:	1 
1019:	1 
102:	1 
1020:	1 
1021:	1 
1022:	1 
1023:	1 
1024:	1 
1025:	1 2 
1030:	1 
1031:	2 
1032:	1 
1034:	1 
104:	2 
105:	3 
1050:	1 1 
106:	3 
107:	4 
108:	1 
109:	1 1 
11:	3 
1114:	2 
1115:	2 
1116:	2 2 
1117:	1 3 1 
1118:	2 
1119:	4 
112:	1 
1120:	4 
1121:	1 1 2 
1122:	1 
1125:	2 
1126:	2 2 
1127:	1 
1128:	3 
113:	2 
1130:	1 
1131:	3 
1132:	1 
1133:	2 1 
1134:	2 
1135:	1 
1136:	1 
1137:	1 
1138:	2 
1139:	2 1 1 4 
114:	1 
1140:	2 
1142:	1 2 2 
1143:	1 
1144:	5 
1146:	2 
1147:	1 
1148:	3 
115:	2 
1150:	3 
1151:	1 
1152:	6 
1154:	3 
1155:	1 1 
1156:	2 
1158:	2 
1159:	1 
116:	3 
1160:	2 3 
1161:	2 
1162:	3 1 
1163:	6 
1164:	2 
1165:	4 
1167:	2 
1168:	1 
1169:	1 
117:	1 
1170:	3 
1171:	2 
1172:	1 
1173:	2 
1175:	4 
1177:	1 
1178:	1 
1179:	6 
118:	2 1 
1180:	4 
1181:	6 
1182:	4 
1184:	1 
1186:	3 
1187:	2 1 
1188:	2 
1189:	2 
119:	1 
1190:	2 
1192:	1 
1193:	1 
1194:	6 
1196:	4 
1197:	1 
1198:	1 
12:	1 
120:	1 
1203:	1 
1204:	2 2 
1205:	1 1 
1206:	2 
1207:	2 1 
1209:	1 
121:	2 
1210:	9 
1211:	2 
1212:	1 1 1 2 3 
1213:	1 
1214:	1 
1215:	3 
1217:	1 
1219:	1 
1220:	1 2 
1221:	1 
1222:	2 
1223:	2 
1224:	4 
1226:	2 
1228:	3 
1229:	3 2 
1230:	1 
1231:	1 
1232:	1 
1233:	3 1 1 
1235:	1 
1236:	4 2 
1237:	2 
1238:	3 1 
1239:	1 
124:	3 1 
1240:	5 
1241:	3 
1242:	1 
1243:	1 
1244:	4 
1246:	1 
1247:	1 
1249:	3 
1250:	1 
1252:	2 1 
1253:	1 
1254:	3 
1255:	2 
1259:	1 
126:	3 
1260:	1 
1261:	2 
1262:	2 
1263:	3 
1264:	2 
1265:	2 
1266:	1 
1267:	3 
1269:	1 
127:	1 
1272:	3 
1273:	1 
1274:	1 
1275:	4 
1276:	7 
1278:	1 
1279:	1 1 1 
128:	1 
1280:	1 
1281:	1 
1283:	1 
1284:	1 1 
1285:	1 
1287:	1 
1288:	1 
1289:	2 
129:	1 
1292:	1 1 
1293:	3 1 
1294:	1 1 1 1 
1295:	3 
1296:	2 
1298:	1 1 
13:	1 
