=== non-contiguous nft : chains ===
Found 3620 chain interruption in 9178 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

1:	1 
10:	2 
100:	1 
1000:	1 
10000:	1 
1001:	2 
1002:	1 
1003:	3 1 
1004:	2 1 
1005:	3 
1006:	1 3 
1007:	2 
1008:	1 1 
1009:	4 1 
101:	2 
1010:	2 5 
1011:	1 
1012:	1 
1013:	1 3 
1015:	3 
1016:	3 
1017:	1 
1018:	2 1 
1019:	1 1 
102:	4 
1020:	1 2 
1022:	3 
1023:	1 1 
1024:	3 
1026:	2 
1027:	4 
1028:	2 
1029:	2 
103:	3 
1030:	3 
1031:	2 1 
1032:	3 3 
1033:	3 
1034:	1 
1035:	1 1 2 
1036:	2 
1037:	3 1 
1038:	2 
1039:	2 
104:	1 
1040:	2 2 1 1 1 
1041:	4 1 
1042:	1 
1043:	2 
1045:	1 1 
1046:	3 
1047:	2 
1048:	1 1 
1049:	1 
105:	3 
1051:	2 
1052:	2 
1053:	1 
1054:	4 1 
1055:	4 2 
1056:	3 
1057:	2 
1058:	2 1 1 
1059:	5 
106:	4 
1060:	3 
1062:	4 
1063:	1 
1064:	5 
1065:	3 
1066:	1 
1068:	2 
1069:	2 
107:	1 
1070:	1 2 
1071:	4 
1072:	2 
1073:	2 
1074:	4 
1075:	3 
1077:	3 
1078:	3 
1079:	3 
108:	2 1 
1080:	5 1 
1081:	2 2 2 2 1 
1083:	2 
1084:	3 1 1 
1085:	2 
1086:	21 1 2 
1087:	2 
1088:	1 
1089:	3 
109:	1 
1090:	1 
1091:	3 
1092:	2 
1093:	1 
1094:	2 1 3 
1095:	3 1 
1096:	2 2 
1097:	2 5 
1098:	4 2 1 
1099:	1 
11:	6 
110:	1 
1101:	1 
1102:	3 
1103:	1 
1104:	1 
1105:	7 
1106:	1 1 
1107:	1 
1108:	3 1 
1110:	3 
1111:	1 1 
1112:	2 1 
1113:	2 
1114:	3 
1116:	2 2 
1117:	3 
1118:	2 
1119:	2 1 
112:	2 
1120:	1 
1122:	2 
1123:	1 
1124:	1 2 10 
1125:	2 1 1 
1126:	4 
1127:	1 
1128:	1 
1129:	2 
113:	1 2 
1130:	3 
1131:	2 
1132:	3 
1133:	2 
1134:	4 
1135:	3 
1136:	3 1 
1137:	2 
1138:	6 
114:	2 1 1 
1141:	1 
1142:	2 
1143:	3 
1144:	2 1 1 
1145:	2 
1146:	6 
1147:	1 
1148:	3 
1149:	1 
115:	2 
1150:	2 1 
1151:	1 
1152:	1 
1153:	1 1 
1154:	1 
1155:	2 1 
1156:	5 
1157:	2 1 3 
1158:	3 1 
1159:	5 
116:	1 
1160:	2 
1161:	1 
1162:	4 
1163:	1 
1164:	2 
1165:	2 
1166:	1 1 
1167:	1 
1168:	1 
1169:	3 2 
117:	1 
1170:	2 1 
1171:	3 
1172:	1 
1173:	1 2 1 1 
1175:	5 
1176:	1 
1178:	2 
1179:	1 
118:	4 
1180:	6 1 
1181:	1 1 
1182:	2 1 
1183:	2 
1184:	1 
