=== non-contiguous nft : chains ===
Found 3119 chain interruption in 7663 different nfts
nft:	 contiguousTransactionCount1 contiguousTransactionCount2 ...

10:	2 
100:	1 2 
1000:	1 
10014:	1 
10015:	1 1 1 
10016:	1 1 
10017:	1 1 
10021:	2 1 3 
10022:	1 4 
10023:	2 2 
10024:	1 
10029:	2 
1003:	1 
10030:	1 
10031:	1 
10038:	4 
1004:	1 1 
10040:	2 
10041:	2 
10042:	2 
10043:	1 
10044:	1 
10045:	1 2 
10046:	1 
10049:	1 
10050:	1 3 
10055:	2 3 
10057:	1 
10058:	1 
10059:	2 
1006:	2 
10060:	1 
10062:	1 
10063:	3 
10064:	3 
10065:	2 1 1 
10066:	1 1 
10067:	1 
10068:	1 
1007:	2 1 
10071:	2 
10076:	1 
10077:	1 
10078:	6 
10079:	1 2 1 
10082:	1 
10085:	1 
10086:	2 2 
10089:	1 1 
1009:	1 
10090:	2 
10091:	1 2 1 1 1 3 
10096:	2 
10097:	1 
1010:	1 
10102:	1 
10103:	3 
10104:	1 2 
10105:	1 1 
10107:	1 
10108:	2 
10109:	1 
1011:	1 
10110:	1 
10111:	3 
10117:	1 4 
1012:	6 
10122:	1 
10125:	1 
10126:	1 
10127:	2 1 5 
10128:	7 
10129:	1 1 1 
1013:	2 2 
10131:	1 
10132:	2 
10133:	1 
10135:	2 2 
10137:	1 
10139:	2 
1014:	2 
10140:	1 
10141:	1 2 
10142:	1 
10143:	1 
1015:	2 
10154:	2 
10155:	2 1 
10156:	1 
10157:	1 
10159:	1 
1016:	2 
10163:	2 1 1 1 1 4 
10167:	1 
10168:	4 
10171:	4 
10172:	2 1 
10174:	1 1 1 
10176:	1 
10177:	1 
10178:	3 2 
10179:	1 
1018:	2 
10180:	1 
10182:	2 
10183:	1 
10187:	1 1 
10188:	1 
10189:	1 1 
1019:	1 
10190:	1 
10191:	1 1 
10192:	1 1 
10193:	1 1 
10194:	3 
10195:	4 
10196:	1 1 
10197:	2 
10198:	1 
10199:	2 
10200:	1 
10201:	3 1 1 
10202:	1 
10203:	1 
10205:	2 
10206:	3 3 
10207:	4 3 
10208:	1 
10209:	4 
10211:	1 
10212:	3 
10213:	2 
10214:	1 
10215:	1 
10216:	1 
10217:	1 1 
10218:	1 1 
10219:	2 
10220:	2 1 
10221:	2 
10222:	1 
10223:	1 
10224:	1 
10225:	3 
10230:	3 2 2 
10231:	2 2 
10232:	3 
10235:	3 
1024:	2 
10242:	2 2 2 2 1 
10244:	3 
10245:	2 
10246:	3 
10247:	1 
10248:	1 
10249:	1 
1025:	1 
10251:	3 1 
10252:	1 
10253:	1 
10254:	1 
10257:	3 
10258:	2 
1026:	2 
10260:	1 1 
10261:	2 
10262:	1 1 
10263:	4 1 
10264:	2 
10265:	2 
10267:	2 
10268:	1 
10269:	2 
1027:	1 
10270:	2 
10272:	1 1 
10273:	2 
10274:	2 
10275:	2 
10276:	3 
10277:	1 1 
10278:	2 
1028:	1 2 
1029:	2 
10298:	1 
10299:	1 
103:	1 
10302:	1 
10303:	2 
10304:	1 
10305:	1 1 
10309:	2 2 
10310:	3 
10311:	3 
10313:	1 
10314:	2 4 
10315:	2 
10318:	1 
10320:	5 
10322:	2 1 
10323:	3 
10324:	1 2 
10325:	2 
10330:	2 1 
10331:	1 1 1 
10332:	2 
10333:	1 1 1 1 1 
